Origin,Origin_Lat,Origin_Lon,Destination,Dest_Lat,Dest_Lon,Distance_km,Vehicle_Type,Fuel_Type,Fuel_Price_per_unit_INR,Fuel_Consumption_per_100km,Fuel_Cost_INR,Other_Costs_INR,Handling_Fee_INR,Total_Price_INR
Gwalior,26.2183,78.1828,Kanpur,26.4499,80.3319,215.71,Pickup,diesel,92.0,8,1587.63,91.77,200,1879.4
Nagpur,21.1458,79.0882,Ludhiana,30.9,75.8573,1131.45,CNG Truck,cng,80.0,16,14482.56,856.76,200,15539.32
Kolkata,22.5726,88.3639,Nashik,19.9975,73.7898,1536.22,Small Truck,diesel,92.0,10,14133.22,510.87,200,14844.09
Indore,22.7196,75.8577,Meerut,28.9845,77.7064,720.73,Tractor Trailer,diesel,92.0,30,19892.15,1331.1,200,21423.24
Amritsar,31.634,74.8723,Kalyan-Dombivli,19.2403,73.13,1389.11,Electric Van,electric,12.0,18,3000.48,746.77,200,3947.25
Solapur,17.6599,75.9064,Varanasi,25.3176,82.9739,1121.83,Pickup,diesel,92.0,8,8256.67,309.24,200,8765.91
Jabalpur,23.1815,79.9864,Mumbai,19.076,72.8777,866.95,CNG Truck,cng,80.0,16,11096.96,682.19,200,11979.15
Vadodara,22.3072,73.1812,Bengaluru,12.9716,77.5946,1138.27,Large Truck,diesel,92.0,25,26180.21,1565.92,200,27946.13
Vadodara,22.3072,73.1812,Kanpur,26.4499,80.3319,858.03,CNG Truck,cng,80.0,16,10982.78,676.3,200,11859.08
Tiruchirappalli,10.7905,78.7047,Amritsar,31.634,74.8723,2350.95,Tractor Trailer,diesel,92.0,30,64886.22,3776.42,200,68862.64
Jabalpur,23.1815,79.9864,Ahmedabad,23.0225,72.5714,758.52,Large Truck,diesel,92.0,25,17445.96,1110.22,200,18756.18
Faridabad,28.4089,77.3178,Howrah,22.5958,88.2636,1273.64,CNG Truck,cng,80.0,16,16302.59,950.6,200,17453.19
Hubli,15.3647,75.123,Varanasi,25.3176,82.9739,1375.61,Tractor Trailer,diesel,92.0,30,37966.84,2313.41,200,40480.25
Vasai-Virar,19.3914,72.8397,Pune,18.5204,73.8567,144.29,Electric Van,electric,12.0,18,311.67,149.26,200,660.93
Visakhapatnam,17.6868,83.2185,Ghaziabad,28.6692,77.4538,1355.3,CNG Truck,electric,12.0,16,2602.18,1004.5,200,3806.67
Pimpri-Chinchwad,18.6278,73.7898,Nashik,19.9975,73.7898,152.3,CNG Truck,cng,80.0,16,1949.44,210.52,200,2359.96
Varanasi,25.3176,82.9739,Ahmedabad,23.0225,72.5714,1085.37,CNG Truck,cng,80.0,16,13892.74,826.34,200,14919.08
Thane,19.2183,72.9781,Tiruchirappalli,10.7905,78.7047,1120.56,Tractor Trailer,diesel,92.0,30,30927.46,1930.84,200,33058.3
Solapur,17.6599,75.9064,Jodhpur,26.2389,73.0243,999.05,Electric Van,electric,12.0,18,2157.95,559.54,200,2917.49
Jodhpur,26.2389,73.0243,Lucknow,26.8467,80.9462,790.79,CNG Truck,cng,80.0,16,10122.11,631.92,200,10954.03
Thane,19.2183,72.9781,Kolkata,22.5726,88.3639,1640.33,Tractor Trailer,diesel,92.0,30,45273.11,2710.49,200,48183.6
Patna,25.5941,85.1376,Vijayawada,16.5062,80.648,1112.46,Tractor Trailer,diesel,92.0,30,30703.9,1918.69,200,32822.59
Solapur,17.6599,75.9064,Vadodara,22.3072,73.1812,589.98,Large Truck,diesel,92.0,25,13569.54,907.98,200,14677.52
Navi Mumbai,19.033,73.0297,Guwahati,26.1445,91.7362,2074.01,CNG Truck,cng,80.0,16,26547.33,1478.85,200,28226.17
Kalyan-Dombivli,19.2403,73.13,Kolkata,22.5726,88.3639,1624.32,Large Truck,petrol,100.0,25,40608.0,2149.18,200,42957.18
Chandigarh,30.7333,76.7794,Lucknow,26.8467,80.9462,592.89,Medium Truck,diesel,92.0,18,9818.26,546.88,200,10565.14
Ludhiana,30.9,75.8573,Visakhapatnam,17.6868,83.2185,1646.55,CNG Truck,cng,80.0,16,21075.84,1196.72,200,22472.56
Rajkot,22.3039,70.8022,Amritsar,31.634,74.8723,1112.82,Medium Truck,diesel,92.0,18,18428.3,921.23,200,19549.53
Patna,25.5941,85.1376,Madurai,9.9252,78.1198,1892.97,Pickup,diesel,92.0,8,13932.26,494.31,200,14626.57
Chennai,13.0827,80.2707,Madurai,9.9252,78.1198,422.11,CNG Truck,diesel,92.0,16,6213.46,388.59,200,6802.05
Rajkot,22.3039,70.8022,Navi Mumbai,19.033,73.0297,431.24,Electric Van,electric,12.0,18,931.48,287.0,200,1418.47
Faridabad,28.4089,77.3178,Srinagar,34.0837,74.7973,674.9,Pickup,diesel,92.0,8,4967.26,201.98,200,5369.24
Delhi,28.7041,77.1025,Hubli,15.3647,75.123,1497.15,Small Truck,diesel,92.0,10,13773.78,499.15,200,14472.93
Srinagar,34.0837,74.7973,Madurai,9.9252,78.1198,2707.57,Electric Van,electric,12.0,18,5848.35,1379.63,200,7427.98
Chennai,13.0827,80.2707,Howrah,22.5958,88.2636,1353.69,Pickup,diesel,92.0,8,9963.16,364.89,200,10528.04
Vasai-Virar,19.3914,72.8397,Thane,19.2183,72.9781,24.11,Pickup,diesel,92.0,8,177.45,45.79,200,423.24
Vadodara,22.3072,73.1812,Agra,27.1767,78.0081,728.38,Tractor Trailer,diesel,92.0,30,20103.29,1342.57,200,21645.86
Jabalpur,23.1815,79.9864,Amritsar,31.634,74.8723,1066.47,CNG Truck,cng,80.0,16,13650.82,813.87,200,14664.69
Guwahati,26.1445,91.7362,Kolkata,22.5726,88.3639,523.81,Small Truck,diesel,92.0,10,4819.05,207.14,200,5226.19
Srinagar,34.0837,74.7973,Mumbai,19.076,72.8777,1679.55,Small Truck,petrol,100.0,10,16795.5,553.87,200,17549.37
Varanasi,25.3176,82.9739,Srinagar,34.0837,74.7973,1253.46,Small Truck,electric,12.0,10,1504.15,426.04,200,2130.19
Indore,22.7196,75.8577,Chandigarh,30.7333,76.7794,895.76,Medium Truck,cng,80.0,18,12898.94,764.95,200,13863.89
Kanpur,26.4499,80.3319,Patna,25.5941,85.1376,489.5,Small Truck,diesel,92.0,10,4503.4,196.85,200,4900.25
Pimpri-Chinchwad,18.6278,73.7898,Hyderabad,17.385,78.4867,515.53,Large Truck,diesel,92.0,25,11857.19,818.64,200,12875.83
Raipur,21.2514,81.6296,Kanpur,26.4499,80.3319,592.91,Small Truck,diesel,92.0,10,5454.77,227.87,200,5882.64
Ghaziabad,28.6692,77.4538,Hubli,15.3647,75.123,1498.65,Electric Van,electric,12.0,18,3237.08,799.35,200,4236.44
Vasai-Virar,19.3914,72.8397,Raipur,21.2514,81.6296,939.44,Small Truck,diesel,92.0,10,8642.85,331.83,200,9174.68
Delhi,28.7041,77.1025,Thane,19.2183,72.9781,1134.69,Pickup,diesel,92.0,8,8351.32,312.33,200,8863.64
Coimbatore,11.0168,76.9558,Bhopal,23.2599,77.4126,1362.23,Tractor Trailer,diesel,92.0,30,37597.55,2293.35,200,40090.89
Delhi,28.7041,77.1025,Chandigarh,30.7333,76.7794,227.78,Large Truck,diesel,92.0,25,5238.94,473.34,200,5912.28
Vasai-Virar,19.3914,72.8397,Chandigarh,30.7333,76.7794,1321.79,Medium Truck,diesel,92.0,18,21888.84,1071.69,200,23160.53
Bhopal,23.2599,77.4126,Meerut,28.9845,77.7064,637.22,Small Truck,diesel,92.0,10,5862.42,241.17,200,6303.59
Pune,18.5204,73.8567,Ludhiana,30.9,75.8573,1391.21,Large Truck,petrol,100.0,25,34780.25,1869.45,200,36849.7
Meerut,28.9845,77.7064,Lucknow,26.8467,80.9462,397.26,Electric Van,petrol,100.0,18,7150.68,270.68,200,7621.36
Chennai,13.0827,80.2707,Allahabad,25.4358,81.8463,1383.47,Tractor Trailer,diesel,92.0,30,38183.77,2325.2,200,40708.98
Raipur,21.2514,81.6296,Kanpur,26.4499,80.3319,592.91,Pickup,diesel,92.0,8,4363.82,182.3,200,4746.12
Thane,19.2183,72.9781,Madurai,9.9252,78.1198,1171.82,Electric Van,electric,12.0,18,2531.13,642.47,200,3373.6
Kalyan-Dombivli,19.2403,73.13,Jodhpur,26.2389,73.0243,778.28,Electric Van,electric,12.0,18,1681.08,453.57,200,2334.66
Thane,19.2183,72.9781,Hyderabad,17.385,78.4867,616.19,Small Truck,diesel,92.0,10,5668.95,234.86,200,6103.81
Ahmedabad,23.0225,72.5714,Coimbatore,11.0168,76.9558,1413.66,Electric Van,electric,12.0,18,3053.51,758.56,200,4012.06
Vasai-Virar,19.3914,72.8397,Ludhiana,30.9,75.8573,1315.05,CNG Truck,cng,80.0,16,16832.64,977.93,200,18010.57
Patna,25.5941,85.1376,Raipur,21.2514,81.6296,600.99,Small Truck,diesel,92.0,10,5529.11,230.3,200,5959.4
Vijayawada,16.5062,80.648,Hubli,15.3647,75.123,604.2,Tractor Trailer,diesel,92.0,30,16675.92,1156.3,200,18032.22
Chandigarh,30.7333,76.7794,Mumbai,19.076,72.8777,1354.32,CNG Truck,cng,80.0,16,17335.3,1003.85,200,18539.15
Ghaziabad,28.6692,77.4538,Thane,19.2183,72.9781,1144.77,Tractor Trailer,diesel,92.0,30,31595.65,1967.15,200,33762.81
Indore,22.7196,75.8577,Tiruchirappalli,10.7905,78.7047,1360.5,Pickup,diesel,92.0,8,10013.28,366.52,200,10579.8
Kolkata,22.5726,88.3639,Visakhapatnam,17.6868,83.2185,763.84,Pickup,diesel,92.0,8,5621.86,223.32,200,6045.18
Visakhapatnam,17.6868,83.2185,Amritsar,31.634,74.8723,1763.67,Electric Van,electric,12.0,18,3809.53,926.56,200,4936.09
Allahabad,25.4358,81.8463,Delhi,28.7041,77.1025,593.77,Large Truck,petrol,100.0,25,14844.25,912.52,200,15956.77
Meerut,28.9845,77.7064,Jabalpur,23.1815,79.9864,684.21,Pickup,diesel,92.0,8,5035.79,204.21,200,5440.0
Guwahati,26.1445,91.7362,Nagpur,21.1458,79.0882,1402.13,CNG Truck,cng,80.0,16,17947.26,1035.41,200,19182.67
Chennai,13.0827,80.2707,Mumbai,19.076,72.8777,1033.1,Tractor Trailer,diesel,92.0,30,28513.56,1799.65,200,30513.21
Pimpri-Chinchwad,18.6278,73.7898,Thane,19.2183,72.9781,107.71,Small Truck,electric,12.0,10,129.25,82.31,200,411.56
Navi Mumbai,19.033,73.0297,Vadodara,22.3072,73.1812,364.42,Electric Van,electric,12.0,18,787.15,254.92,200,1242.07
Kalyan-Dombivli,19.2403,73.13,Vasai-Virar,19.3914,72.8397,34.79,Electric Van,electric,12.0,18,75.15,96.7,200,371.85
Madurai,9.9252,78.1198,Howrah,22.5958,88.2636,1775.18,Tractor Trailer,diesel,92.0,30,48994.97,2912.77,200,52107.74
Patna,25.5941,85.1376,Hyderabad,17.385,78.4867,1142.58,Large Truck,diesel,92.0,25,26279.34,1571.1,200,28050.44
Thane,19.2183,72.9781,Jaipur,26.9124,75.7873,902.42,Tractor Trailer,diesel,92.0,30,24906.79,1603.63,200,26710.42
Coimbatore,11.0168,76.9558,Madurai,9.9252,78.1198,175.87,CNG Truck,cng,80.0,16,2251.14,226.07,200,2677.21
Guwahati,26.1445,91.7362,Raipur,21.2514,81.6296,1163.4,Small Truck,diesel,92.0,10,10703.28,399.02,200,11302.3
Vasai-Virar,19.3914,72.8397,Hubli,15.3647,75.123,509.07,CNG Truck,cng,80.0,16,6516.1,445.99,200,7162.08
Visakhapatnam,17.6868,83.2185,Hyderabad,17.385,78.4867,502.81,Pickup,diesel,92.0,8,3700.68,160.67,200,4061.36
Jodhpur,26.2389,73.0243,Vijayawada,16.5062,80.648,1338.69,Small Truck,diesel,92.0,10,12315.95,451.61,200,12967.56
Tiruchirappalli,10.7905,78.7047,Kota,25.2138,75.8648,1631.48,Electric Van,electric,12.0,18,3524.0,863.11,200,4587.11
Delhi,28.7041,77.1025,Solapur,17.6599,75.9064,1234.1,Medium Truck,diesel,92.0,18,20436.7,1008.55,200,21645.25
Kanpur,26.4499,80.3319,Amritsar,31.634,74.8723,783.3,Large Truck,diesel,92.0,25,18015.9,1139.96,200,19355.86
Hubli,15.3647,75.123,Pimpri-Chinchwad,18.6278,73.7898,389.54,Medium Truck,diesel,92.0,18,6450.78,400.47,200,7051.25
Tiruchirappalli,10.7905,78.7047,Patna,25.5941,85.1376,1779.87,Electric Van,diesel,92.0,18,29474.65,934.34,200,30608.98
Agra,27.1767,78.0081,Vasai-Virar,19.3914,72.8397,1013.6,Large Truck,diesel,92.0,25,23312.8,1416.32,200,24929.12
Pimpri-Chinchwad,18.6278,73.7898,Solapur,17.6599,75.9064,248.2,Tractor Trailer,diesel,92.0,30,6850.32,622.3,200,7672.62
Amritsar,31.634,74.8723,Srinagar,34.0837,74.7973,272.48,Tractor Trailer,diesel,92.0,30,7520.45,658.72,200,8379.17
Amritsar,31.634,74.8723,Jabalpur,23.1815,79.9864,1066.47,Medium Truck,diesel,92.0,18,17660.74,887.86,200,18748.6
Pimpri-Chinchwad,18.6278,73.7898,Pune,18.5204,73.8567,13.87,Tractor Trailer,diesel,92.0,30,382.81,270.81,200,853.62
Ahmedabad,23.0225,72.5714,Bhopal,23.2599,77.4126,495.68,Electric Van,electric,12.0,18,1070.67,317.93,200,1588.6
Bengaluru,12.9716,77.5946,Delhi,28.7041,77.1025,1750.11,Medium Truck,diesel,92.0,18,28981.82,1380.08,200,30561.9
Faridabad,28.4089,77.3178,Meerut,28.9845,77.7064,74.38,Medium Truck,diesel,92.0,18,1231.73,173.55,200,1605.29
Bengaluru,12.9716,77.5946,Gwalior,26.2183,78.1828,1474.25,CNG Truck,electric,12.0,16,2830.56,1083.01,200,4113.57
Bhopal,23.2599,77.4126,Ludhiana,30.9,75.8573,863.35,Medium Truck,diesel,92.0,18,14297.08,741.61,200,15238.69
Hubli,15.3647,75.123,Ludhiana,30.9,75.8573,1729.06,Large Truck,diesel,92.0,25,39768.38,2274.87,200,42243.25
Jabalpur,23.1815,79.9864,Faridabad,28.4089,77.3178,639.65,Small Truck,diesel,92.0,10,5884.78,241.89,200,6326.67
Kolkata,22.5726,88.3639,Nagpur,21.1458,79.0882,970.13,Medium Truck,diesel,92.0,18,16065.35,818.49,200,17083.85
Bengaluru,12.9716,77.5946,Rajkot,22.3039,70.8022,1262.28,Small Truck,cng,80.0,10,10098.24,428.68,200,10726.92
Ghaziabad,28.6692,77.4538,Ludhiana,30.9,75.8573,292.0,Small Truck,diesel,92.0,10,2686.4,137.6,200,3024.0
Delhi,28.7041,77.1025,Faridabad,28.4089,77.3178,38.98,Medium Truck,diesel,92.0,18,645.51,148.07,200,993.57
Ghaziabad,28.6692,77.4538,Tiruchirappalli,10.7905,78.7047,1992.28,Tractor Trailer,diesel,92.0,30,54986.93,3238.42,200,58425.35
Faridabad,28.4089,77.3178,Coimbatore,11.0168,76.9558,1934.28,Pickup,petrol,100.0,8,15474.24,504.23,200,16178.47
Hubli,15.3647,75.123,Howrah,22.5958,88.2636,1597.3,CNG Truck,cng,80.0,16,20445.44,1164.22,200,21809.66
Jaipur,26.9124,75.7873,Delhi,28.7041,77.1025,237.53,Pickup,diesel,92.0,8,1748.22,97.01,200,2045.23
Howrah,22.5958,88.2636,Nashik,19.9975,73.7898,1526.39,Electric Van,electric,12.0,18,3297.0,812.67,200,4309.67
Delhi,28.7041,77.1025,Agra,27.1767,78.0081,191.72,Small Truck,diesel,92.0,10,1763.82,107.52,200,2071.34
Meerut,28.9845,77.7064,Tiruchirappalli,10.7905,78.7047,2025.74,Electric Van,electric,12.0,18,4375.6,1052.36,200,5627.95
Thane,19.2183,72.9781,Allahabad,25.4358,81.8463,1143.92,Medium Truck,diesel,92.0,18,18943.32,943.62,200,20086.94
Kolkata,22.5726,88.3639,Jaipur,26.9124,75.7873,1357.77,Electric Van,electric,12.0,18,2932.78,731.73,200,3864.51
Bengaluru,12.9716,77.5946,Bhopal,23.2599,77.4126,1144.17,CNG Truck,cng,80.0,16,14645.38,865.15,200,15710.53
Chandigarh,30.7333,76.7794,Faridabad,28.4089,77.3178,263.65,Pickup,diesel,92.0,8,1940.46,103.28,200,2243.74
Coimbatore,11.0168,76.9558,Pune,18.5204,73.8567,898.33,Tractor Trailer,diesel,92.0,30,24793.91,1597.49,200,26591.4
Rajkot,22.3039,70.8022,Chennai,13.0827,80.2707,1433.32,Tractor Trailer,diesel,92.0,30,39559.63,2399.98,200,42159.61
Vasai-Virar,19.3914,72.8397,Kota,25.2138,75.8648,718.25,Medium Truck,diesel,92.0,18,11894.22,637.14,200,12731.36
Pimpri-Chinchwad,18.6278,73.7898,Ludhiana,30.9,75.8573,1380.38,CNG Truck,cng,80.0,16,17668.86,1021.05,200,18889.91
Tiruchirappalli,10.7905,78.7047,Ludhiana,30.9,75.8573,2255.28,Large Truck,diesel,92.0,25,51871.44,2906.34,200,54977.78
Bhopal,23.2599,77.4126,Chennai,13.0827,80.2707,1171.11,Medium Truck,diesel,92.0,18,19393.58,963.2,200,20556.78
Coimbatore,11.0168,76.9558,Pune,18.5204,73.8567,898.33,Medium Truck,diesel,92.0,18,14876.34,766.8,200,15843.14
Varanasi,25.3176,82.9739,Srinagar,34.0837,74.7973,1253.46,Large Truck,diesel,92.0,25,28829.58,1704.15,200,30733.73
Howrah,22.5958,88.2636,Nashik,19.9975,73.7898,1526.39,CNG Truck,cng,80.0,16,19537.79,1117.42,200,20855.21
Ghaziabad,28.6692,77.4538,Srinagar,34.0837,74.7973,652.67,Large Truck,diesel,92.0,25,15011.41,983.2,200,16194.61
Kanpur,26.4499,80.3319,Guwahati,26.1445,91.7362,1137.0,Large Truck,diesel,92.0,25,26151.0,1564.4,200,27915.4
Chandigarh,30.7333,76.7794,Vijayawada,16.5062,80.648,1629.95,Small Truck,diesel,92.0,10,14995.54,538.99,200,15734.53
Ludhiana,30.9,75.8573,Jaipur,26.9124,75.7873,443.45,Small Truck,diesel,92.0,10,4079.74,183.03,200,4462.77
Nashik,19.9975,73.7898,Rajkot,22.3039,70.8022,402.17,Tractor Trailer,diesel,92.0,30,11099.89,853.25,200,12153.15
Ghaziabad,28.6692,77.4538,Pimpri-Chinchwad,18.6278,73.7898,1177.03,CNG Truck,diesel,92.0,16,17325.88,886.84,200,18412.72
Rajkot,22.3039,70.8022,Varanasi,25.3176,82.9739,1282.19,Tractor Trailer,diesel,92.0,30,35388.44,2173.28,200,37761.73
Visakhapatnam,17.6868,83.2185,Pune,18.5204,73.8567,993.67,Pickup,diesel,92.0,8,7313.41,278.48,200,7791.89
Lucknow,26.8467,80.9462,Ahmedabad,23.0225,72.5714,945.11,Small Truck,diesel,92.0,10,8695.01,333.53,200,9228.54
Bhopal,23.2599,77.4126,Lucknow,26.8467,80.9462,534.5,Medium Truck,diesel,92.0,18,8851.32,504.84,200,9556.16
Faridabad,28.4089,77.3178,Guwahati,26.1445,91.7362,1446.11,Electric Van,diesel,92.0,18,23947.58,774.13,200,24921.71
Coimbatore,11.0168,76.9558,Pimpri-Chinchwad,18.6278,73.7898,912.06,CNG Truck,cng,80.0,16,11674.37,711.96,200,12586.33
Chennai,13.0827,80.2707,Indore,22.7196,75.8577,1168.6,Electric Van,electric,12.0,18,2524.18,640.93,200,3365.1
Lucknow,26.8467,80.9462,Hyderabad,17.385,78.4867,1082.07,CNG Truck,cng,80.0,16,13850.5,824.17,200,14874.66
Agra,27.1767,78.0081,Ahmedabad,23.0225,72.5714,716.11,Small Truck,diesel,92.0,10,6588.21,264.83,200,7053.05
Kanpur,26.4499,80.3319,Jabalpur,23.1815,79.9864,365.1,Pickup,diesel,92.0,8,2687.14,127.62,200,3014.76
Rajkot,22.3039,70.8022,Amritsar,31.634,74.8723,1112.82,Small Truck,diesel,92.0,10,10237.94,383.85,200,10821.79
Vasai-Virar,19.3914,72.8397,Nagpur,21.1458,79.0882,680.28,Large Truck,diesel,92.0,25,15646.44,1016.34,200,16862.78
Nagpur,21.1458,79.0882,Patna,25.5941,85.1376,790.94,Large Truck,diesel,92.0,25,18191.62,1149.13,200,19540.75
Jaipur,26.9124,75.7873,Bengaluru,12.9716,77.5946,1561.54,Tractor Trailer,diesel,92.0,30,43098.5,2592.31,200,45890.81
Visakhapatnam,17.6868,83.2185,Raipur,21.2514,81.6296,429.93,Large Truck,diesel,92.0,25,9888.39,715.92,200,10804.31
Gwalior,26.2183,78.1828,Dhanbad,23.7957,86.4304,873.47,Small Truck,diesel,92.0,10,8035.92,312.04,200,8547.97
Meerut,28.9845,77.7064,Lucknow,26.8467,80.9462,397.26,Pickup,diesel,92.0,8,2923.83,135.34,200,3259.18
Allahabad,25.4358,81.8463,Visakhapatnam,17.6868,83.2185,873.23,Electric Van,diesel,92.0,18,14460.69,499.15,200,15159.84
Meerut,28.9845,77.7064,Solapur,17.6599,75.9064,1272.51,Large Truck,diesel,92.0,25,29267.73,1727.01,200,31194.74
Amritsar,31.634,74.8723,Nashik,19.9975,73.7898,1298.42,Tractor Trailer,diesel,92.0,30,35836.39,2197.63,200,38234.02
Meerut,28.9845,77.7064,Patna,25.5941,85.1376,825.19,Medium Truck,diesel,92.0,18,13665.15,714.14,200,14579.28
Vijayawada,16.5062,80.648,Bhopal,23.2599,77.4126,823.55,Small Truck,cng,80.0,10,6588.4,297.06,200,7085.47
Kolkata,22.5726,88.3639,Dhanbad,23.7957,86.4304,239.9,Tractor Trailer,diesel,92.0,30,6621.24,609.85,200,7431.09
Coimbatore,11.0168,76.9558,Bhopal,23.2599,77.4126,1362.23,Medium Truck,diesel,92.0,18,22558.53,1100.81,200,23859.33
Kota,25.2138,75.8648,Visakhapatnam,17.6868,83.2185,1130.66,Large Truck,diesel,92.0,25,26005.18,1556.79,200,27761.97
Tiruchirappalli,10.7905,78.7047,Kolkata,22.5726,88.3639,1664.32,CNG Truck,petrol,100.0,16,26629.12,1208.45,200,28037.57
Jabalpur,23.1815,79.9864,Meerut,28.9845,77.7064,684.21,Large Truck,petrol,100.0,25,17105.25,1021.05,200,18326.3
Nagpur,21.1458,79.0882,Visakhapatnam,17.6868,83.2185,579.19,Tractor Trailer,diesel,92.0,30,15985.64,1118.79,200,17304.43
Tiruchirappalli,10.7905,78.7047,Chandigarh,30.7333,76.7794,2226.42,Large Truck,diesel,92.0,25,51207.66,2871.7,200,54279.36
Solapur,17.6599,75.9064,Chandigarh,30.7333,76.7794,1456.37,Large Truck,petrol,100.0,25,36409.25,1947.64,200,38556.89
Jabalpur,23.1815,79.9864,Indore,22.7196,75.8577,425.84,CNG Truck,electric,12.0,16,817.61,391.05,200,1408.67
Howrah,22.5958,88.2636,Ghaziabad,28.6692,77.4538,1275.92,Medium Truck,diesel,92.0,18,21129.24,1038.66,200,22367.9
Hyderabad,17.385,78.4867,Kolkata,22.5726,88.3639,1181.88,Medium Truck,diesel,92.0,18,19571.93,970.95,200,20742.89
Mumbai,19.076,72.8777,Allahabad,25.4358,81.8463,1162.07,Pickup,diesel,92.0,8,8552.84,318.9,200,9071.73
Jodhpur,26.2389,73.0243,Indore,22.7196,75.8577,485.09,CNG Truck,cng,80.0,16,6209.15,430.16,200,6839.31
Solapur,17.6599,75.9064,Nagpur,21.1458,79.0882,511.42,CNG Truck,cng,80.0,16,6546.18,447.54,200,7193.71
Ludhiana,30.9,75.8573,Kolkata,22.5726,88.3639,1547.23,Small Truck,diesel,92.0,10,14234.52,514.17,200,14948.69
Solapur,17.6599,75.9064,Jaipur,26.9124,75.7873,1028.9,CNG Truck,cng,80.0,16,13169.92,789.07,200,14158.99
Allahabad,25.4358,81.8463,Faridabad,28.4089,77.3178,557.46,Small Truck,diesel,92.0,10,5128.63,217.24,200,5545.87
Kota,25.2138,75.8648,Rajkot,22.3039,70.8022,608.3,Tractor Trailer,diesel,92.0,30,16789.08,1162.45,200,18151.53
Ghaziabad,28.6692,77.4538,Ludhiana,30.9,75.8573,292.0,Medium Truck,electric,12.0,18,630.72,330.24,200,1160.96
Madurai,9.9252,78.1198,Amritsar,31.634,74.8723,2437.0,Electric Van,electric,12.0,18,5263.92,1249.76,200,6713.68
Solapur,17.6599,75.9064,Gwalior,26.2183,78.1828,980.11,Electric Van,cng,80.0,18,14113.58,550.45,200,14864.04
Bhopal,23.2599,77.4126,Kota,25.2138,75.8648,268.01,Tractor Trailer,diesel,92.0,30,7397.08,652.01,200,8249.09
Meerut,28.9845,77.7064,Ghaziabad,28.6692,77.4538,42.83,Electric Van,electric,12.0,18,92.51,100.56,200,393.07
Lucknow,26.8467,80.9462,Nagpur,21.1458,79.0882,661.38,Electric Van,electric,12.0,18,1428.58,397.46,200,2026.04
Chandigarh,30.7333,76.7794,Jabalpur,23.1815,79.9864,897.72,Pickup,diesel,92.0,8,6607.22,255.45,200,7062.67
Nagpur,21.1458,79.0882,Vijayawada,16.5062,80.648,541.37,Large Truck,petrol,100.0,25,13534.25,849.64,200,14583.89
Madurai,9.9252,78.1198,Jabalpur,23.1815,79.9864,1487.32,Small Truck,petrol,100.0,10,14873.2,496.2,200,15569.4
Agra,27.1767,78.0081,Tiruchirappalli,10.7905,78.7047,1823.52,Small Truck,diesel,92.0,10,16776.38,597.06,200,17573.44
Ludhiana,30.9,75.8573,Kanpur,26.4499,80.3319,659.7,Electric Van,diesel,92.0,18,10924.63,396.66,200,11521.29
Solapur,17.6599,75.9064,Kota,25.2138,75.8648,839.97,Electric Van,electric,12.0,18,1814.34,483.19,200,2497.52
Agra,27.1767,78.0081,Varanasi,25.3176,82.9739,536.59,Small Truck,diesel,92.0,10,4936.63,210.98,200,5347.6
Visakhapatnam,17.6868,83.2185,Chandigarh,30.7333,76.7794,1589.95,Small Truck,diesel,92.0,10,14627.54,526.99,200,15354.53
Pune,18.5204,73.8567,Hubli,15.3647,75.123,375.85,Small Truck,diesel,92.0,10,3457.82,162.75,200,3820.58
Varanasi,25.3176,82.9739,Hubli,15.3647,75.123,1375.61,Pickup,electric,12.0,8,1320.59,370.15,200,1890.73
Amritsar,31.634,74.8723,Meerut,28.9845,77.7064,400.98,Large Truck,diesel,92.0,25,9222.54,681.18,200,10103.72
Pune,18.5204,73.8567,Dhanbad,23.7957,86.4304,1428.83,CNG Truck,petrol,100.0,16,22861.28,1053.03,200,24114.31
Kanpur,26.4499,80.3319,Varanasi,25.3176,82.9739,292.75,Small Truck,diesel,92.0,10,2693.3,137.82,200,3031.12
Bengaluru,12.9716,77.5946,Vadodara,22.3072,73.1812,1138.27,Small Truck,diesel,92.0,10,10472.08,391.48,200,11063.56
Pune,18.5204,73.8567,Chennai,13.0827,80.2707,914.36,Large Truck,diesel,92.0,25,21030.28,1297.23,200,22527.51
Meerut,28.9845,77.7064,Kanpur,26.4499,80.3319,382.36,Electric Van,electric,12.0,18,825.9,263.53,200,1289.43
Hyderabad,17.385,78.4867,Agra,27.1767,78.0081,1089.9,Tractor Trailer,electric,12.0,30,3923.64,1884.85,200,6008.49
Solapur,17.6599,75.9064,Mumbai,19.076,72.8777,356.29,Pickup,petrol,100.0,8,2850.32,125.51,200,3175.83
Vijayawada,16.5062,80.648,Vasai-Virar,19.3914,72.8397,885.94,Medium Truck,diesel,92.0,18,14671.17,757.88,200,15629.04
Agra,27.1767,78.0081,Thane,19.2183,72.9781,1023.09,Medium Truck,diesel,92.0,18,16942.37,856.62,200,17999.0
Gwalior,26.2183,78.1828,Hubli,15.3647,75.123,1247.9,Electric Van,electric,12.0,18,2695.46,678.99,200,3574.46
Kota,25.2138,75.8648,Vadodara,22.3072,73.1812,423.11,Large Truck,diesel,92.0,25,9731.53,707.73,200,10639.26
Kolkata,22.5726,88.3639,Rajkot,22.3039,70.8022,1804.14,Tractor Trailer,diesel,92.0,30,49794.26,2956.21,200,52950.47
